Curso,Siglas,Calidad de la Guía de Estudio,Cumplimiento de los objetivos,Métodos de enseñanza utilizados,Labor desempeñada por los profesores,Dominio del contenido por parte de los profesores,"Orientación, interacción y retroalimentación brindada por los profesores",Criterios de evaluación utilizados,Exigencia de los profesores en las evaluaciones,Distribución de actividades en el tiempo,"Canales de comunicación (foros, chats, correo...) utilizados",Bibliografía recomendada,Variedad de recursos utilizados,Calidad de los recursos empleados,Cumplimiento de las expectativas,Satisfacción con el curso,Teléfono Móvil,Tablet,Laptop,PC de Escritorio,Datos Móviles,Nauta Hogar,Puntos Wifi,Salas de Navegación,Conexión desde su centro de trabajo,Otra,Q05_pregunta
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1,0,1,0,1,1,0,0,1,0,"El curso me pareció muy bueno y se cumplieron los objetivos del mismo, mi única sugerencia es abrir la posibilidad del uso en el curso de otros gestores bibliográficos como EndNote o Mendeley que permita a los estudiantes comparar y elegir aquel con el que se sientan más cómodos."
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,0,1,0,1,0,0,0,0,0,La calidad del curso me pareció excelente así como la de los profesores.  Les sugiero para próximas ediciones incorporar el trabajo con otras herramientas y gestores bibliográfficos.
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,4,5,4,5,5,5,2,5,5,5,5,4,4,5,5,0,0,1,0,1,0,0,0,0,0,El curso lo califico de excelente pues ofrece a los estudiantes herramientas indispensables para la búsqueda y organización de la información científica. Solo sugiero que para las próximas ediciones se revisen las evaluaciones del tema 2 pues considero que no permiten medir el conocimiento que se posee sobre la temática que se evalúa.
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,5,4,4,4,5,5,5,5,5,1,1,1,1,5,5,1,0,0,1,1,0,0,0,1,0,Se debería dar más tiempo a la realización  de las actividades finales
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,4,5,4,4,5,4,4,4,4,5,5,5,4,5,5,1,0,0,1,1,0,0,0,1,0,"Considero que el curso cumple con las espectativas del estudiante, y en lo particular me ha facilitado el trabajo a la hora de realizar búsquedas para mi estudio personal y profesional......asi como la facilidad de adquirir un mejor conocimientos de los diferentes tidos de metodologias a tener en cuenta a la hora de realizar algun trabajo investigativo"
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,5,5,5,5,5,4,5,5,4,3,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,"Lograr mayor interacción profesor estudiante, tal vez utilizando vías de comunicación como Telegram al crear grupos de estudiantes que se puedan comunicar con mayor inmediatez con el profesor."
Herramientas de Infotecnología para la Gestión de la Información Científica,HIGIC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,"Considero que el curso está diseñado de manera novedosa, y a la vez es capaz, mediante la variante de curso en línea de mantener los estándares de calidad. En mi caso me resultó de mucho interés, me brindó conocimientos y herramientas útiles para la búsqueda de información científica y la elaboración de documentos de esta característica."
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,0,1,0,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,4,5,5,5,4,4,5,3,4,4,5,5,5,4,1,0,0,1,1,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,1,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,0,1,1,1,1,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,4,5,5,1,1,5,5,4,5,5,5,4,4,4,1,0,0,0,1,0,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,0,0,1,0,0,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,1,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,0,0,1,0,0,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,4,5,5,5,5,4,4,4,4,3,5,5,5,5,0,1,1,0,0,1,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,0,0,1,1,1,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,0,1,0,0,1,0,0,0,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,1,0,0,1,0,
Diseño didáctico de entornos virtuales de enseñanza-aprendizaje,EVEA,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,1,0,1,1,1,0,0,0,1,0,
Computación Basada en Gestos,CBG,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,0,0,1,0,0,0,0,0,1,0,Videos tutoriales
Computación Basada en Gestos,CBG,4,2,2,2,1,4,3,4,4,4,4,2,3,2,2,0,0,1,0,0,0,0,0,1,0,"Es necesario implementar diferentes materiales. Muchos de los participantes tenemos poco conocimiento sobre estos temas y es muy importante tratar de que nos lleven poco a poco. Además creo faltó definir bastantes conceptos como lo son filtros, definiciones como erosión o disperción, vecindad, etc. El curso tiene mucho potencial solo falta pulirlo, ya que a pesar de todo si me llevo bastante información y sobre todo las ganas de continuar aprendiendo sobre estos temas."
Computación Basada en Gestos,CBG,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,0,0,0,1,0,0,0,0,0,Publicar en el curso todas las herramientas necesarias para montar el ecosistema de desarrollo necesario para implementar las tareas.
Computación Basada en Gestos,CBG,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,1,0,0,1,1,0,0,0,0,0,"Tratar de hacer que los recursos educativos lleguen mejor a sus estudiantes, no solo darles documentos para leer. Se pueden usar infografias, videos o links a sitios web que muestren ejemplos de como se trabaja en el tema."
Computación Basada en Gestos,CBG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,1,1,0,0,0,"Si se es posible, enviar la documentación en próximos cursos en idioma español en caso que exista."
Computación Basada en Gestos,CBG,4,4,3,4,4,4,3,3,4,4,1,3,4,3,3,0,0,1,0,1,1,0,0,0,0,Considero que sería provechoso incluir en las clases temas relacionados con la programación para que a la hora de hacer la tarea final no sea necesario comenzar desde cero
Computación Basada en Gestos,CBG,5,4,3,5,5,5,3,3,4,5,5,5,5,4,4,1,0,0,0,1,0,0,0,0,0,"Ser un poco más flexible en cuánto al rigor de las evaluaciones, pero este año fue atípico."
Computación Basada en Gestos,CBG,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,0,0,0,1,0,0,0,0,1,0,Muy bueno el curso. Es un buen punto de partida para continuar profundizando en el tema. Excelente para iniciar estudios en el mundo de la Inteligencia Artificial y muy interesante este tema en la actualidad.
Computación Basada en Gestos,CBG,5,5,4,5,5,5,5,4,5,3,5,4,4,5,5,1,0,1,0,1,0,0,0,0,0,Crear grupos de whatsap o telegram para un mejor intercmbio y conocimiento de los ompañeros asi como con los profesores
Computación Basada en Gestos,CBG,5,5,5,5,5,5,4,5,3,5,5,4,4,4,4,0,0,0,1,0,0,0,0,1,0,Debe extenderse el un poco más el tiempo para la realización de las actividades.
Computación Basada en Gestos,CBG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,"Todo está muy bien organizado, es novedoso y de la forma que se recibe el curso te motiva a seguir investigando y estudiando el tema."
Computación Basada en Gestos,CBG,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,0,0,0,1,0,0,0,0,1,0,Mejorar la distribución de actividades en el tiempo  debido a que no todos tenemos las mismas posibilidades de conexión.
Computación Basada en Gestos,CBG,4,4,4,4,4,5,4,4,3,5,3,3,3,4,4,0,0,0,1,0,0,0,0,1,0,Necesita más tiempo
Buenas Prácticas para la Investigación Científica,BPIC,3,4,3,5,5,4,4,3,3,1,1,3,1,3,3,1,0,0,0,1,0,0,0,0,0,Que los profesores expliquen de una forma menos técnica los temas del curso y que no se demoran tanto en revisar las tareas.
Buenas Prácticas para la Investigación Científica,BPIC,4,5,4,4,5,4,4,4,3,5,3,5,5,4,5,1,1,1,1,1,0,1,0,1,0,"Me gustaría que hubise más interacción entre los alumnos y los profesores, ese chat pudiese ser más contínuo, que no solamente los lunes, por lo demás todo bien"
Buenas Prácticas para la Investigación Científica,BPIC,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,1,0,0,1,1,0,0,0,1,0,"En este aspecto que refiere el mejoramiento de la calidad del curso se puede sugerir que exista más interacción de los profesores con los estudiantes, por ejemplo se pueden planificar horas fijas para el chat en un día o dos a la semana, puesto que las dudas de los estudiantes a medida que se avanza en el aprendizaje son muchas, aunque tuvimos el grupo de Telegram, pero considero que este aspecto no fue suficientemente atendido; a veces nos demorábamos mucho en tener una respuesta y eso tuvo un efecto negativo ya que frenaba nuestro avance en el curso. Relativo a los demás elementos del curso considero que se desarrollaron con calidad, puesto que tanto la estructura del curso en plataforma, los materiales, las orientaciones y el dominio del tema por parte de los profesores fue excelente. Solo que todos los profesores del curso no interactuaron con nosotros...  Por lo demás ha sido una experiencia útil e interesante en general y que me convertirá sin duda en una mejor investigadora. "
Buenas Prácticas para la Investigación Científica,BPIC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,0,1,0,Estoy muy satisfecha con el curso. El contenido está muy actualizado y muy bien estructurado.  Los recursos educativos digitales están muy bien concebidos. Excelente la iniciativa de vincular el curso con la redacción de un artículo y con la convocatoria al evento indexado a Springer.  Gracias por compartir.
Buenas Prácticas para la Investigación Científica,BPIC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,1,0,0,0,0,"El curso tiene un diseño excelente, sus materiales tiene muy buena calidad y la guía de los profesores durante el curso ha sido maravillosa."
Buenas Prácticas para la Investigación Científica,BPIC,4,4,3,5,5,5,5,5,5,5,4,4,4,5,4,1,0,1,0,1,0,0,0,0,0,"Ampliar el tema 5, sobre todo, lo referente a la elaboración de las diapositivas para presentar la investigación"
Buenas Prácticas para la Investigación Científica,BPIC,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,0,1,0,1,0,0,0,0,0,No tengo sugerencias! Me gustó mucho el curso
Buenas Prácticas para la Investigación Científica,BPIC,4,4,3,3,5,3,3,3,2,3,5,3,4,3,3,1,0,0,0,1,0,0,0,0,0,"Más acompañamiento a los estudiantes, teniendo en cuenta las diferencias individuales de cada alumno. Gracias por la bibliografía, ciertamente me acompañará siempre..."
Buenas Prácticas para la Investigación Científica,BPIC,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,"Pienso que la preparación de Los profesores es máxima, dar mayor atención a preguntas del chat"
Buenas Prácticas para la Investigación Científica,BPIC,5,4,4,5,5,5,5,5,4,5,5,5,5,4,4,1,0,0,0,1,0,0,0,0,0,"El curso muy útil, actualizado, interesante. El claustro con alto nivel científico sobre todo el profesor Pedro y la profe nayma. Gracias por el acompañamiento "
Buenas Prácticas para la Investigación Científica,BPIC,5,4,4,5,5,4,4,5,4,5,4,4,5,5,5,1,0,0,1,1,0,1,0,0,0,"Explotar otras vías y recursos para el desarrollo del curso, así como, la utilización de otras fuentes bibliográficas."
Buenas Prácticas para la Investigación Científica,BPIC,4,4,4,3,5,3,3,4,3,3,4,4,4,3,3,1,0,0,1,1,0,0,0,1,0,"Seria bueno que tuvieran en cuenta el nivel de acceso a las tecnologias, estoy segura que muchos son los interesados en las materias que imparten, pero la tecnologia los agobian ante la escases del recurso"
Buenas Prácticas para la Investigación Científica,BPIC,5,4,4,4,4,3,4,5,5,5,5,4,4,4,4,1,0,0,0,1,0,0,0,0,0,Que el cursista tenga la posibilidad de corregir lo enviado a partir de las sugerencias de los profesores en cada una de las entregas y q se comunique el formato de realización de las tareas desde el inicio 
Buenas Prácticas para la Investigación Científica,BPIC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,1,0,0,0,0,"Presente al inicio acceso a la plataforma, quizás un tutorial sobre como acceder a la plataforma sería de gran ayuda"
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,5,5,5,5,5,5,4,5,5,4,5,4,4,1,0,0,0,1,0,0,0,0,0,"Considero que el curso está muy bien, como sugerencia poner más ejemplos prácticos sobre los temas tratados, así como videos y recursos didácticos."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,Creo que el curso de manera general estuvo muy bien.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,4,5,5,5,5,5,4,5,4,5,4,4,5,4,5,0,0,0,1,0,0,0,0,1,0,"Considero que el curso cumplió con mis expectativas, ya que desde que me gradue no programaba, muy buena preparación metodológica de los profesores, aunqe considero que podrían enriquecer los materiales complementarios y los programas utilizados para la programación"
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,0,0,0,0,0,No tengo recomendaciones que hacer ya que el curso en general fue muy completo y con excelente calidad en todos los aspectos tanto de contenido como la interacción con los profesores. Agradecer y felicitar a los profesores por la atención brindada y por enseñarnos de forma amena y variada todo el contenido. Gracias por todo.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,5,3,4,3,3,5,5,5,5,5,5,3,3,1,0,1,0,1,0,0,0,0,0,"El curso debe tener a mi modesta opinion más tiempo de duración, el cuestionario final no tenia fin.. eso se vuelve tedioso...."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,2,4,5,4,1,5,1,5,5,5,5,1,2,1,0,0,1,1,0,0,0,1,0,"Creo que deben ajustar mejor el contenido, es demasiado contenido para tan poco tiempo, además de que se necesita más tiempo para asimilar el contenido y poder ser evaluado."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,1,0,"Ha sido de gran ayuda que los power tengan audio incluido, por otra parte creo de deberían dar un curso que dure un poco mas, solo eso Gracias por ayudarnos a comprender mejor la POO"
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,Si pudieran hacer q los materiales ewstuvieran mas comprimidos pues pesan un poco y desgraciadamente los datos moviles no son gratis y se gastan bastante rapido
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,0,0,0,0,0,Nada que objetar.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,1,0,0,0,En lo referente a los Lenguajes de programación profundizar en las ventajas y desventajas de cada uno Implementar también en Python y Rubi.En lo referente a los paradigmas de programación profundizar más en las ventajas y desventajas de cada uno Antes de abordar la implementación en los LPs hacer una introducción general a cada uno así como las herramientas  offline y offline que se  pueden utilizar utilizan para resolver los ejercicios Hacer una introducción general a Lenguaje UML
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,"En mi opinión el curso debería ser por más tiempo, para así profundizar más en este paradigma tan amplio. Estoy muy satisfecho con el curso y con los profesores, gracias a Uds he recordado cosas de programación q había olvidado."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,Felicidades al equipo de profesores por su dedicación.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,3,4,4,5,5,5,5,3,5,5,5,4,5,5,1,1,1,1,1,0,0,0,1,0,"Modular la voz en el audio de las presentaciones, por momentos me resultó monótona"
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,4,3,5,4,5,4,5,5,5,5,5,5,5,4,5,1,0,0,1,1,0,0,0,1,0,Hasta el momento ninguno
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,"El curso superó mis expectativas.   Desde mi punto de vista de principiante considero que hubo demasiados ejercicios de estudio independiente para entregar, no pude cumplir y la tarea evaluative 2 muy extensa. "
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,4,5,5,5,4,5,3,5,5,4,5,5,4,1,0,0,0,1,0,0,0,0,0,"La actividad evaluativa 2 me resultó muy larga, por lo demás todo perfecto."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,4,4,3,5,5,4,4,4,4,4,5,4,4,4,5,1,0,1,0,1,0,0,0,1,0,"Los profesores tiene un elevado nivel de preparación y los felicito por esto. Confieso que por el volumen de contenido y la complejidad de éste, en ocasiones me sentí sobrecargado con  las clases (muchas diapositivas en las Lecciones 3 y 4++) y un poco presionado con el tiempo de entrega de las tareas (tal vez sea una característica de los cursos virtuales, ésta es mi primera experiencia ) por lo que sugiero que éste tipo de cursos tenga una mayor duración. Muy buena retroalimentacion por parte de los profesores que lograron atentamente responder todas las dudas tanto en el Forum como en las Conversaciones Privadas. Como sugerencia, en la descripcion del curso creo que ponen que ""no es necesario ningun conocimiento en programacion"" yo lo cambiaría por ""conocimientos básicos en cualquier lenguaje de programación"" ya que la lógica que se desarrolla al programar(sin importar el lenguaje) es muy útil en algunos de los ejercicios que propusieron en las Tareas Evaluativas. Lo digo porque tengo conocimientos basicos en C/C++, R, Matlab y me fue de mucha ayuda, no sé si alguien con cero conocimiento pueda enfrentarse al curso (se pudiera encuestar). De nuevo, muchas felicidades por el curso, muy completo. Ojala coincidamos en otros cursos. Saludos, Jorge Karell."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,1,1,1,0,1,0,0,0,1,0,"Decir que fue un curso muy ameno, donde gracias a la variedad de recursos educativos utilizados y los amplios conocimientos de los profesores me fue muy fácil entender toda la información que nos dieron. Ya queda por parte del estudiante dedicar el tiempo necesario para afianzar los conocimientos.  Solo decir que mi criterio medio en Distribución de actividades en el tiempo, se debe a que en mi opinión, se podría dar un poco más de tiempo para la culminación de cada tarea. Hay personas que acorde a su trabajo y cuestiones hogareñas, no pueden estudiar todo el contenido y además hacer las tareas en tiempo. Está claro que estos posgrados requieren de ciertos sacrificios por parte de los estudiantes, pero si se pudiera evaluar la posibilidad de extender un poco las fechas, los estudiantes lo agradecerían mucho.Agradecida por la posibilidad que nos da la UCI. Saludos."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,1,1,1,4,4,4,5,5,4,4,4,4,1,0,1,0,1,1,0,0,0,0,"No bloquear el botón que permite entregar las respuesta de actividades independientes cuando se exceden el tiempo establecido de entrega, pues según las rúbricas de evaluación se permite entregar dichas evaluaciones hasta un determinado tiempo después de la fecha establecida.2. Diversificación de los ejemplos o materiales didácticos en otros lenguajes de programación que no sea java. Por ejemplo: en la última semana existía un conjunto de materiales audiovisuales que solo abodaban las problemáticas en java, por lo que la persona que hiciera el ejercicio en otro lenguaje le dificultaría su aprendizaje.3. Elaboración de las presentaciones con audio en una versión más antigua de PowerPoint  porque puede ser que los alumnos no tengan este software actualizado y no puedan escuchar las diapositivas porque le faltan códecs de audio."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,4,5,5,5,4,4,3,5,5,4,4,4,4,1,0,0,1,1,0,0,0,1,0,"Estoy satisfecho con el curso,volví a retomar cuestiones que desde mi graduación no veía. El contenido del curso es bastante amplio y puede ser que a algunos estudiantes el tiempo no les fuera suficiente para estudiarse el contenido, ya que si tenía alguna experiencia si, pero si era la primera vez que se enfrentaba a la programación creo que pasarian un poco mas de trabajo en procesar los temas."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,1,0,0,1,1,0,0,0,0,0,El tema 2  de arreglos para mi fue el más complicado. Creo  que se pudiera extender un poquito más ese tema.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,1,0,0,0,1,0,Un excelente curso.  Muy buena la retroalimentación de los profesores al señalar en que se equivocan los estudiantes.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,4,4,5,4,5,4,3,4,5,5,5,4,4,1,0,1,0,1,1,0,0,0,0,"El curso a nivel general me pareció interesante, pude retomar conceptos que tenía olvidados desde mis primeros años de estudio y aprender muchos nuevos. Si tuviera que realizar alguna recomendación en particular, sería señalar que en las actividades evaluativas no me pareció necesario las actividades relacionadas con la migración de código, debido a que considero que no es tan importante aprender la sintaxis básica de algunos elementos de un lenguaje en particular, pues se toma tiempo en aprender sintaxis que si no se ejercitan serán olvidadas pronto. Considero de especial importancia el tratamiento que se hace en el curso a profundizar en el entendimiento de los algoritmos antes de ir al código. Admiro tal enfoque, fue lo que más me impresionó del curso.  Muchas gracias por las clases y por la atención brindada."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,0,0,0,1,0,0,0,0,1,0,El tiempo de evaluaciones entre clases fue muy corto para mi pues solo tenía  que usar mi PC de mi centro de trabajo pues el celular se me rompió sin arreglo. Pero de todas formas me siento muy satisfecho pues aprendí mucho de todos lo lenguajes que no sabía.
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,1,0,0,1,1,0,0,0,1,0,"En cuanto a los recursos  de estudio pienso que se  podía mejorar, específicamente me refiero a los videos con problema de audio."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,4,3,5,4,1,1,4,5,5,5,5,1,1,1,0,1,0,1,0,0,0,0,0,"El curso tiene un nivel elevado y poco tiempo para el aprendizaje del contenido para profesionales graduados en carreras de Letras que no dan matematicas, eso se debe tener en cuenta para aceptar las solicitudes. Luego de comenzar el curso fue que me percaté que había conocimientos básicos que no dominaba para la realizacion de las tareas."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,5,4,5,5,5,5,3,5,3,5,5,3,5,4,4,0,0,0,1,1,0,0,0,0,0,"La utilización de más recursos educativos, como videos donde los profesores expliquen los contenidos que posean mayor dificultad, videos reales de programación y ejemplos de programas reales."
Aprenda a programar orientado a objetos con independencia del lenguaje,APOO,4,5,4,5,5,5,4,5,4,4,5,4,4,4,5,0,0,0,1,1,0,0,0,1,0,"Considero que el curso se diseño de forma interesantey muy profesional, donde se notó excelente preparacion de los profesores y maestria pedagogica, Solo sugiero aumentar las Bibliografias de ser posibles."
